Locus_tag	Product	Protein_ID	Start	End
pgaptmp_001995	hypothetical protein	WP_012424544.1	150505	151209
pgaptmp_001996	RDD family protein	WP_003374276.1	151235	151612
pgaptmp_001997	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	WP_003369074.1	151629	152981
pgaptmp_001998	penicillin-binding transpeptidase domain-containing protein	WP_017826299.1	153361	155397
pgaptmp_001999	diguanylate cyclase	WP_017353528.1	155659	157305
pgaptmp_002000	glycosyl hydrolase family 18 protein	WP_011987681.1	157756	159666
pgaptmp_002001	hypothetical protein	-2+	159742	159909
pgaptmp_002002	sigma-54-dependent Fis family transcriptional regulator	WP_003369398.1	160272	162014
pgaptmp_002003	YgeY family selenium metabolism-linked hydrolase	WP_012451335.1	162395	163594
pgaptmp_002004	knotted carbamoyltransferase YgeW	WP_012424422.1	163651	164844
pgaptmp_002005	carbamate kinase	WP_012451573.1	165158	166090
pgaptmp_002006	diaminopropionate ammonia-lyase	WP_003369721.1	166129	167337
pgaptmp_002007	putative aminohydrolase SsnA	WP_017826295.1	167364	168695
pgaptmp_002008	YczE/YyaS/YitT family protein	WP_012425677.1	168709	169401
pgaptmp_002009	8-oxoguanine deaminase	WP_012451111.1	169473	170834
pgaptmp_002010	4Fe-4S binding protein	WP_017353522.1	170872	171960
pgaptmp_002011	RidA family protein	WP_012425833.1	172155	172529
pgaptmp_002012	nucleoside-triphosphatase	WP_017353521.1	172610	173155
pgaptmp_002013	selenium-dependent xanthine dehydrogenase	WP_003369552.1	173696	176257
pgaptmp_002014	dihydropyrimidinase	WP_017826292.1	176309	177700
pgaptmp_002015	nucleoside deaminase	WP_012344352.1	177872	178345
pgaptmp_002016	xanthine dehydrogenase molybdenum-binding subunit XdhA	WP_017353519.1	178989	181280
pgaptmp_002017	xanthine dehydrogenase FAD-binding subunit XdhB	WP_003373671.1	181298	182170
pgaptmp_002018	xanthine dehydrogenase subunit XdhC	WP_003371497.1	182172	182645
pgaptmp_002019	nucleobase:cation symporter-2 family protein	WP_003372717.1	182932	184320
pgaptmp_002020	ABC transporter substrate-binding protein	WP_012425158.1	184554	185585
pgaptmp_002021	FecCD family ABC transporter permease	WP_003372928.1	185582	186571
pgaptmp_002022	ABC transporter ATP-binding protein	WP_012449739.1	186568	187347
pgaptmp_002023	selenium cofactor biosynthesis protein YqeC	WP_017353513.1	187421	188218
pgaptmp_002024	selenium-dependent molybdenum cofactor biosynthesis protein YqeB	WP_017353512.1	188355	189143
pgaptmp_002025	sulfurtransferase-like selenium metabolism protein YedF	WP_012424818.1	189240	189860
pgaptmp_002026	selenide%2C water dikinase SelD	WP_012159590.1	190000	191037
pgaptmp_002027	double-cubane-cluster-containing anaerobic reductase	WP_003370664.1	191265	192416
pgaptmp_002028	acyl-CoA dehydratase activase	WP_003373018.1	192462	193220
pgaptmp_002029	nucleotidyltransferase family protein	WP_017353509.1	193279	193872
pgaptmp_002030	XdhC family protein	WP_017826280.1	193877	194941
pgaptmp_002031	cobalt ECF transporter T component CbiQ	WP_017353507.1	195191	196003
pgaptmp_002032	energy-coupling factor ABC transporter ATP-binding protein	WP_017353506.1	196015	196848
pgaptmp_002033	energy-coupling factor ABC transporter permease	WP_012423702.1	197276	198022
pgaptmp_002034	energy-coupling factor ABC transporter substrate-binding protein	WP_003371858.1	198025	198345
pgaptmp_002035	hypothetical protein	WP_012450993.1	198604	198765
pgaptmp_002036	hypothetical protein	WP_009171167.1	198839	198973
pgaptmp_002037	TetR/AcrR family transcriptional regulator	WP_017353503.1	199058	199663
pgaptmp_002038	DUF5692 family protein	WP_017353502.1	199935	200858
pgaptmp_002039	sigma-54-dependent Fis family transcriptional regulator	WP_017353498.1	201035	202990
pgaptmp_002040	2%2C3-butanediol dehydrogenase	WP_003358372.1	203243	204316
pgaptmp_002041	sulfide/dihydroorotate dehydrogenase-like FAD/NAD-binding protein	WP_002579309.1	204337	205224
pgaptmp_002042	NADPH-dependent glutamate synthase	WP_012450079.1	205227	206618
pgaptmp_002043	methyl-accepting chemotaxis protein	WP_012344732.1	206955	208664
pgaptmp_002044	peptidylprolyl isomerase	WP_012451497.1	208870	209556
pgaptmp_002045	YoaK family protein	WP_012424726.1	209639	210352
pgaptmp_002046	GNAT family N-acetyltransferase	WP_003372782.1	210656	211171
pgaptmp_002047	SDR family oxidoreductase	WP_003370864.1	211357	212223
pgaptmp_002048	alpha/beta fold hydrolase	WP_012424395.1	212509	213240
pgaptmp_002049	ketoacyl-ACP synthase III	WP_012450790.1	213527	214513
pgaptmp_002050	nucleotidyltransferase domain-containing protein	WP_003373171.1	214640	215428
pgaptmp_002051	transcriptional regulator	WP_003371973.1	215499	215681
pgaptmp_002052	DUF6512 family protein	WP_003373970.1	215791	216333
pgaptmp_002053	RidA family protein	WP_017353487.1	216606	216980
pgaptmp_002054	hypothetical protein	WP_012449727.1	217438	217878
pgaptmp_002055	DUF3892 domain-containing protein	WP_012424256.1	218056	218355
pgaptmp_002056	ABC transporter permease	WP_012424244.1	218434	219246
pgaptmp_002057	ABC transporter ATP-binding protein	WP_003373054.1	219240	219944
pgaptmp_002058	GntR family transcriptional regulator	WP_017826264.1	219944	220312
pgaptmp_002059	hypothetical protein	WP_012424917.1	220521	220796
pgaptmp_002060	ATP-binding protein	WP_003518961.1	220892	221620
pgaptmp_002061	D-alanyl-lipoteichoic acid biosynthesis protein DltD	WP_017826262.1	221891	223075
pgaptmp_002062	hypothetical protein	WP_012424661.1	223044	223184
pgaptmp_002063	D-alanine--poly(phosphoribitol) ligase subunit DltA	WP_017826261.1	223199	224713
pgaptmp_002064	D-alanyl-lipoteichoic acid biosynthesis protein DltB	WP_012423139.1	224713	225867
pgaptmp_002065	D-alanine--poly(phosphoribitol) ligase subunit DltC	WP_003374498.1	225946	226173
pgaptmp_002067	LAGLIDADG family homing endonuclease	WP_012423677.1	227138	227548
pgaptmp_002068	HIRAN domain-containing protein		227892	229853
pgaptmp_002069	hypothetical protein	-2+	230091	230285
pgaptmp_002070	hypothetical protein	-2+	230248	231099
pgaptmp_002071	PadR family transcriptional regulator		231342	231917
pgaptmp_002072	MDR family MFS transporter	WP_020814651.1	232045	233508
pgaptmp_002073	IS3 family transposase	WP_076611194.1	233591	234054
pgaptmp_002074	CoA transferase subunit A	WP_012343495.1	234281	234997
pgaptmp_002075	3-oxoacid CoA-transferase subunit B	WP_015392188.1	235010	235663
pgaptmp_002076	Gfo/Idh/MocA family protein	WP_017353474.1	236000	237004
pgaptmp_002077	flagellin lysine-N-methylase	WP_017826253.1	237354	238565
pgaptmp_002078	suppressor of fused domain protein	WP_017353472.1	238722	239462
pgaptmp_002079	AraC family transcriptional regulator	WP_017353471.1	239565	240413
pgaptmp_002080	DUF6143 family protein	WP_017826252.1	240515	241063
pgaptmp_002081	Crp/Fnr family transcriptional regulator	WP_012423294.1	241730	242407
pgaptmp_002082	MFS transporter	WP_017353470.1	242526	243719
pgaptmp_002083	flavodoxin	WP_012449778.1	243927	244352
pgaptmp_002084	DUF3793 family protein	WP_017826015.1	244370	245020
pgaptmp_002085	transglycosylase SLT domain-containing protein	WP_003371139.1	245198	245704
pgaptmp_002086	hypothetical protein	WP_012450893.1	245986	246657
pgaptmp_002087	HD domain-containing protein	WP_017353465.1	246850	247752
pgaptmp_002088	deoxyribonuclease IV	WP_012449789.1	248001	248834
pgaptmp_002089	NAD(P)/FAD-dependent oxidoreductase	WP_003371849.1	249144	250362
pgaptmp_002090	L%2CD-transpeptidase family protein	WP_012450916.1	250714	251952
pgaptmp_002091	GntR family transcriptional regulator	WP_012425047.1	252242	252979
pgaptmp_002092	N-acetylglucosamine-6-phosphate deacetylase	WP_003370424.1	253004	254137
pgaptmp_002093	glucosamine-6-phosphate deaminase	WP_012425552.1	254245	254994
pgaptmp_002094	N-acetylglucosamine-specific PTS transporter subunit IIBC	WP_017353459.1	255041	256468
pgaptmp_002095	copper homeostasis protein CutC	WP_012424596.1	256565	257239
pgaptmp_002096	biotin transporter BioY	WP_017826008.1	257572	258141
pgaptmp_002097	biotin synthase BioB	WP_003373592.1	258125	259081
pgaptmp_002098	dethiobiotin synthase	WP_003372360.1	259084	259767
pgaptmp_002099	MerR family transcriptional regulator	WP_012422731.1	259928	260755
pgaptmp_002100	ABC transporter ATP-binding protein	WP_003369096.1	261129	262856
pgaptmp_002101	ABC transporter ATP-binding protein	WP_012424662.1	262856	264637
pgaptmp_002102	hypothetical protein	WP_012450104.1	264701	265273
pgaptmp_002103	acetolactate synthase small subunit	WP_003374451.1	265417	265710
pgaptmp_002104	biosynthetic-type acetolactate synthase large subunit	WP_012449810.1	265703	267382
pgaptmp_002105	CarD family transcriptional regulator	WP_012058136.1	267913	268404
pgaptmp_002106	zinc-ribbon domain-containing protein	WP_003407210.1	268605	268760
pgaptmp_002107	N-acetylmuramoyl-L-alanine amidase family protein	WP_008429173.1	268861	269057
pgaptmp_002108	FUSC family protein	WP_017353451.1	269373	271073
pgaptmp_002109	branched-chain amino acid transport system II carrier protein	WP_017353450.1	271686	273026
pgaptmp_002110	Crp/Fnr family transcriptional regulator	WP_003369124.1	273235	273915
pgaptmp_002111	DeoR/GlpR family DNA-binding transcription regulator	WP_017353448.1	274131	274910
pgaptmp_002112	deoxyribose-phosphate aldolase	WP_012423789.1	275197	275862
pgaptmp_002113	pyrimidine-nucleoside phosphorylase	WP_003374115.1	276184	277485
pgaptmp_002114	hydroxylamine reductase	WP_012425789.1	277868	279511
pgaptmp_002115	viral A-type inclusion protein	WP_012450497.1	279652	280431
pgaptmp_002116	YczE/YyaS/YitT family protein	WP_017353445.1	280636	281322
pgaptmp_002117	accessory gene regulator B family protein	WP_017825118.1	281567	282127
pgaptmp_002118	hypothetical protein	WP_012425022.1	282166	282288
pgaptmp_002119	sensor histidine kinase	WP_017352568.1	282320	283573
pgaptmp_002120	histidine kinase	WP_017352567.1	283676	284905
pgaptmp_002121	methionine ABC transporter ATP-binding protein	WP_017352566.1	285361	286326
pgaptmp_002122	methionine ABC transporter permease	WP_002582098.1	286326	286964
pgaptmp_002123	MetQ/NlpA family ABC transporter substrate-binding protein	WP_009172460.1	287013	287843
pgaptmp_002124	YkvA family protein	WP_003371881.1	288335	289297
pgaptmp_002125	viroplasmin family protein	WP_017352563.1	289332	290291
pgaptmp_002126	YtxH domain-containing protein	WP_012450236.1	290380	290556
pgaptmp_002127	helix-turn-helix domain-containing protein	WP_012450191.1	290860	292158
pgaptmp_002128	helix-turn-helix domain-containing protein	WP_003371693.1	292209	293474
pgaptmp_002129	DNRLRE domain-containing protein	WP_012449939.1	293688	294221
pgaptmp_002130	ATP-dependent chaperone ClpB	WP_012424900.1	294373	296979
pgaptmp_002131	alpha/beta-type small acid-soluble spore protein	WP_003373040.1	297308	297490
pgaptmp_002132	P1 family peptidase	WP_012423945.1	297672	298640
pgaptmp_002133	ECF transporter S component	WP_003369082.1	298792	299388
pgaptmp_002134	tRNA 2-thiocytidine(32) synthetase TtcA	WP_011986089.1	299792	300658
pgaptmp_002135	DUF4250 domain-containing protein	WP_012425136.1	300795	300989
pgaptmp_002136	putative bifunctional diguanylate cyclase/phosphodiesterase	WP_012422793.1	301180	302934
pgaptmp_002137	tryptophan transporter	WP_012423219.1	303419	303937
pgaptmp_002138	polysaccharide deacetylase family protein	WP_009172444.1	304026	304751
pgaptmp_002139	diguanylate cyclase	WP_012425731.1	305090	310357
pgaptmp_002140	MSCRAMM family protein	WP_003373700.1	310490	311137
pgaptmp_002141	dUTP diphosphatase	WP_012425169.1	311278	311718
pgaptmp_002142	ribosomal protection-like ABC-F family protein	WP_012422994.1	311990	313915
pgaptmp_002143	TetR/AcrR family transcriptional regulator	WP_017825105.1	314023	314637
pgaptmp_002144	DUF4397 domain-containing protein	WP_012424292.1	314786	315406
pgaptmp_002145	hypothetical protein	WP_012449662.1	315417	315947
pgaptmp_002146	aminotransferase class V-fold PLP-dependent enzyme	WP_003373810.1	316116	317423
pgaptmp_002147	6-phosphofructokinase	WP_017353664.1	317554	318771
pgaptmp_002148	manganese efflux pump MntP family protein	WP_003372044.1	318989	319540
pgaptmp_002149	Fur family transcriptional regulator	WP_017353666.1	319603	320016
pgaptmp_002150	metal ABC transporter permease	WP_012451599.1	320328	321122
pgaptmp_002151	metal ABC transporter ATP-binding protein	WP_017353667.1	321155	321829
pgaptmp_002152	hypothetical protein	WP_012450864.1	321927	322349
pgaptmp_002153	DUF6762 family protein	WP_012449842.1	322756	323154
pgaptmp_002154	oligoendopeptidase F	WP_017353669.1	323200	324984
pgaptmp_002155	rhomboid family intramembrane serine protease	WP_003370505.1	325268	326233
pgaptmp_002156	hypothetical protein	WP_012449474.1	326431	327042
pgaptmp_002157	NADP-specific glutamate dehydrogenase	WP_017353672.1	327217	328569
pgaptmp_002158	glycosyltransferase family 2 protein	WP_012451150.1	329136	330560
pgaptmp_002159	DNA gyrase/topoisomerase IV subunit B	WP_017353673.1	330974	332923
pgaptmp_002160	DNA topoisomerase IV subunit A	WP_012423660.1	332944	335853
pgaptmp_002161	DJ-1 family glyoxalase III	WP_017825099.1	335872	336408
pgaptmp_002162	single-stranded-DNA-specific exonuclease RecJ	WP_012451232.1	336535	338301
pgaptmp_002163	hypothetical protein	WP_012450148.1	338425	338613
pgaptmp_002164	acetyl-CoA hydrolase/transferase family protein	WP_003373750.1	338643	339938
pgaptmp_002165	alpha/beta-type small acid-soluble spore protein	WP_017825096.1	340426	340623
pgaptmp_002166	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	WP_002582040.1	341107	342180
pgaptmp_002167	flavodoxin domain-containing protein	WP_012425507.1	342371	342796
pgaptmp_002168	pyruvate:ferredoxin (flavodoxin) oxidoreductase	WP_012449882.1	342920	346420
pgaptmp_002169	DUF1292 domain-containing protein	WP_012425067.1	346752	347105
pgaptmp_002170	pyridoxal phosphate-dependent aminotransferase	WP_012422697.1	347597	348790
pgaptmp_002171	HAD-IB family hydrolase	WP_012451004.1	349012	349650
pgaptmp_002172	aminotransferase class IV	WP_017353678.1	349679	350482
pgaptmp_002173	flagellar assembly protein A	WP_012425593.1	350561	352507
pgaptmp_002174	chemotaxis protein CheW	WP_003369323.1	352522	352971
pgaptmp_002175	chemoreceptor glutamine deamidase CheD	WP_012424081.1	352980	353468
pgaptmp_002176	protein-glutamate methylesterase/protein-glutamine glutaminase	WP_012450397.1	353482	354588
pgaptmp_002177	CheR family methyltransferase	WP_003373928.1	354598	355365
pgaptmp_002178	chemotaxis protein CheW	WP_012450755.1	355377	357410
pgaptmp_002179	chemotaxis protein CheC	WP_012449443.1	357434	358033
pgaptmp_002180	response regulator	WP_010292450.1	358052	358411
pgaptmp_002181	chemotaxis protein CheW	WP_015394650.1	358436	358831
pgaptmp_002182	flagellar motor switch protein FliM	WP_017825090.1	358853	359848
pgaptmp_002183	flagellar motor switch phosphatase FliY	WP_017825089.1	359841	360998
pgaptmp_002184	flagellar biosynthesis anti-sigma factor FlgM	WP_003373842.1	361357	361635
pgaptmp_002185	flagellar protein FlgN	WP_017825087.1	361639	362049
pgaptmp_002186	flagellar hook-associated protein FlgK	WP_012425065.1	362293	364107
pgaptmp_002187	flagellar hook-associated protein FlgL	WP_017353687.1	364277	365485
pgaptmp_002188	flagellar assembly protein FliW	WP_012425376.1	365503	365928
pgaptmp_002189	carbon storage regulator CsrA	WP_003373164.1	365933	366148
pgaptmp_002190	flagellar protein FlaG	WP_017353688.1	366333	366689
pgaptmp_002191	hypothetical protein	WP_003373189.1	366710	367006
pgaptmp_002192	flagellar export chaperone FliS	WP_012424473.1	367018	367395
pgaptmp_002193	flagellar filament capping protein FliD	WP_003371282.1	367416	369503
pgaptmp_002194	flagellar protein FliT	WP_012422621.1	369507	369833
pgaptmp_002195	YjfB family protein	WP_017825078.1	369942	370121
pgaptmp_002196	flagellin Hag	WP_003373702.1	370537	371349
pgaptmp_002197	glycosyltransferase	WP_012423919.1	371495	373399
pgaptmp_002198	flagellin	WP_003373702.1	373592	374404
pgaptmp_002199	motility associated factor glycosyltransferase family protein	WP_017353692.1	374568	376367
pgaptmp_002200	hypothetical protein	WP_012425700.1	376395	376742
pgaptmp_002201	motility associated factor glycosyltransferase family protein	WP_012425589.1	376813	378021
pgaptmp_002202	ATP-grasp domain-containing protein	WP_003361318.1	378113	379060
pgaptmp_002203	HAD family hydrolase	WP_012422851.1	379057	379722
pgaptmp_002204	TylF/MycF/NovP-related O-methyltransferase		379766	380608
pgaptmp_002205	cytidylyltransferase domain-containing protein	WP_012423481.1	380682	381464
pgaptmp_002206	sulfatase-like hydrolase/transferase		381518	383269
pgaptmp_002207	pyridoxal-phosphate-dependent aminotransferase family protein	WP_012425610.1	383557	384642
pgaptmp_002208	NTP transferase domain-containing protein	WP_012424672.1	384639	385391
pgaptmp_002209	UDP-2%2C4-diacetamido-2%2C4%2C6-trideoxy-beta-L-altropyranose hydrolase	WP_012425541.1	385605	386588
pgaptmp_002210	pseudaminic acid synthase	WP_003370143.1	386650	387705
pgaptmp_002211	SDR family NAD(P)-dependent oxidoreductase	WP_003372030.1	387739	388755
pgaptmp_002212	flagellin lysine-N-methylase	WP_003373740.1	389062	390279
pgaptmp_002213	dTDP-glucose 4%2C6-dehydratase	WP_012425449.1	390315	391319
pgaptmp_002214	flagellin	WP_003372768.1	391621	392475
